Supplier_Name,PO_ID,Date,Value_INR
Bapna Enterprises,PUR-ORD-2023-00379,18-02-2023,427.12
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02273,26-09-2023,426.94
"Mouser Electronics, Inc.",PUR-ORD-2023-01201,10-06-2023,426.54
Fab.to.Lab,PUR-ORD-2023-01206,11-06-2023,426
Fab.to.Lab,PUR-ORD-2023-01392,25-06-2023,426
Ceepee Electronices,PUR-ORD-2022-00936,24-08-2022,425
MODI TRADING CORPORATION,PUR-ORD-2023-02478,19-10-2023,425
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2022-00984,05-09-2022,425
Shahputra Trading Private Limited,PUR-ORD-2022-00239,05-04-2022,423.73
Amazon,PUR-ORD-2023-02387,10-10-2023,422.88
DRKstore.in,PUR-ORD-2023-01933,19-08-2023,422.88
Macfos Limited,PUR-ORD-2023-03058,11-12-2023,422.88
Seizo CNC Pvt Ltd,PUR-ORD-2023-02384,09-10-2023,422
Seizo CNC Pvt Ltd,PUR-ORD-2024-01003,19-03-2024,422
Seizo CNC Pvt Ltd,PUR-ORD-2024-02118,24-07-2024,422
Amazon,PUR-ORD-2023-01257,14-06-2023,421.18
Grid Photo Services,PUR-ORD-2023-00175,23-01-2023,420
VASAN ENGINEERING WORKS,PUR-ORD-2023-01955,22-08-2023,420
VASAN ENGINEERING WORKS,PUR-ORD-2023-02196,17-09-2023,420
Eta Pro Technologies Pvt Ltd,PUR-ORD-2023-01098,31-05-2023,419.5
MODI TRADING CORPORATION,PUR-ORD-2023-02531,26-10-2023,415
VASAN ENGINEERING WORKS,PUR-ORD-2024-01122,18-03-2024,415
Amazon,PUR-ORD-2024-00154,12-01-2024,414.42
Shahputra Trading Private Limited,PUR-ORD-2023-01106,31-05-2023,414.4
Constflick Technologies Limited,PUR-ORD-2024-01356,15-04-2024,412
Amazon,PUR-ORD-2022-00664,11-07-2022,411.12
Amazon,PUR-ORD-2022-01374-1,26-10-2022,411.02
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02257,23-09-2023,411
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02946,30-11-2023,410
Tapes world,PUR-ORD-2024-01501,24-04-2024,410
Vijay Fastener,PUR-ORD-2023-00274,14-02-2023,410
VLS COMPUTERS,PUR-ORD-2023-01260,14-06-2023,410
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02131,10-09-2023,408
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01940,20-08-2023,406
Amazon,PUR-ORD-2023-02059,05-09-2023,405.94
DRKstore.in,PUR-ORD-2023-02080,06-09-2023,404.29
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02087,07-09-2023,402.5
Amazon,PUR-ORD-2024-01489,23-04-2024,400.43
ANS Associates,PUR-ORD-2023-01862,09-08-2023,400
Cable Crafts,PUR-ORD-2023-03158-1,16-12-2023,400
Ceepee Electronices,PUR-ORD-2023-00899,11-05-2023,400
Epicenter3D,PUR-ORD-2023-00139,19-01-2023,400
Goodwill Enterprises,PUR-ORD-2024-00458,09-02-2024,400
Gurukripa Enterprises,PUR-ORD-2024-00679,27-02-2024,400
Gurukripa Enterprises,PUR-ORD-2024-01729,14-05-2024,400
Hamsa Enterprises,PUR-ORD-2021-00041,09-12-2021,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-00386,13-05-2022,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01563,21-11-2022,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01585,25-11-2022,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01612,28-11-2022,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01725,15-12-2022,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01727,15-12-2022,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01798,26-12-2022,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00095,12-01-2023,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00099-1,13-01-2023,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00103,14-01-2023,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00106,14-01-2023,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00108-1,14-01-2023,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00135,18-01-2023,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00917,12-05-2023,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01774,29-07-2023,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01881,11-08-2023,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02001,29-08-2023,400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02348,05-10-2023,400
Janson Hardware,PUR-ORD-2022-00672,12-07-2022,400
Seizo CNC Pvt Ltd,PUR-ORD-2023-00208,06-02-2023,400
Stamp Solutions India,PUR-ORD-2022-01018,12-09-2022,400
SUPERTRONICS,PUR-ORD-2024-00208,18-01-2024,400
Vijay Trading company,PUR-ORD-2023-00409,22-02-2023,400
Wedge Industries Ltd,PUR-ORD-2023-02630,03-11-2023,400
XyzHobby,PUR-ORD-2023-02278,26-09-2023,400
 Quadkart,PUR-ORD-2023-01483,03-07-2023,399
Amazon,PUR-ORD-2023-03139,15-12-2023,399
Amazon,PUR-ORD-2024-00221,19-01-2024,399
Shahputra Trading Private Limited,PUR-ORD-2023-01548,10-07-2023,399
Amazon,PUR-ORD-2024-00334,01-02-2024,397.46
Macfos Limited,PUR-ORD-2023-00990,20-05-2023,397.46
Macfos Pvt Ltd,PUR-ORD-2023-00890,10-05-2023,397.46
PMC CORPORATION,PUR-ORD-2023-00112,14-01-2023,396
PMC CORPORATION,PUR-ORD-2023-00295,15-02-2023,396
CircuitWala,PUR-ORD-2024-00592,21-02-2024,395
Amuse,PUR-ORD-2024-02103,22-07-2024,394.8
Macfos Pvt Ltd,PUR-ORD-2023-00538,31-03-2023,393
Genset World ,PUR-ORD-2023-00424,28-02-2023,392.65
Epicenter3D,PUR-ORD-2023-01082,30-05-2023,392
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02321,01-10-2023,390.01
Makenica INC,PUR-ORD-2023-00904,11-05-2023,390
Vijay Fastener,PUR-ORD-2023-00365,18-02-2023,390
Vijay Fastener,PUR-ORD-2023-00573,03-04-2023,390
Vijay Fastener,PUR-ORD-2023-01825,03-08-2023,390
BHAVANI HARDWARE AND ELECTRICALS,PUR-ORD-2023-01114,31-05-2023,386.36
"Oriental Rubber Trading Co., (Mysore) Private Limited.",PUR-ORD-2022-00003,03-01-2022,385.56
Elcir Industry,PUR-ORD-2024-00663,26-02-2024,385
Elcir Industry,PUR-ORD-2024-00729,01-03-2024,385
Kapasi Inc,PUR-ORD-2023-00558,01-04-2023,385
Goodwill Enterprises,PUR-ORD-2023-00398,20-02-2023,382.8
BHAVANI HARDWARE AND ELECTRICALS,PUR-ORD-2024-00117,09-01-2024,381.36
Amazon,PUR-ORD-2024-00380,04-02-2024,380.51
Macfos Pvt Ltd,PUR-ORD-2022-01409,31-10-2022,380.51
Amazon,PUR-ORD-2024-01601,02-05-2024,380
Amazon,PUR-ORD-2024-01633,07-05-2024,380
Anand Electronics,PUR-ORD-2024-02312,05-09-2024,380
Creative Interiors ,PUR-ORD-2021-00039,09-12-2021,380
GANAPATI ELECTRIC CO ,PUR-ORD-2024-02081,16-07-2024,380
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01110,31-05-2023,380
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01317,19-06-2023,380
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01415,26-06-2023,380
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01427,28-06-2023,380
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01734,26-07-2023,380
Havoc Hobby Center Pvt Ltd,PUR-ORD-2023-02410,13-10-2023,380
Nagendra Tool Room,PUR-ORD-2023-00443,02-03-2023,380
Nagendra Tool Room,PUR-ORD-2023-00829,02-05-2023,380
Triveni Print Screen,PUR-ORD-2024-00570,20-02-2024,380
VASAN ENGINEERING WORKS,PUR-ORD-2023-02810,17-11-2023,380
Vijay Fastener,PUR-ORD-2023-00358,17-02-2023,380
Amazon,PUR-ORD-2024-01897,04-06-2024,378.61
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01610,03-05-2024,378.32
CHEMZEST ENTERPRISES,PUR-ORD-2024-00668,26-02-2024,375
Shri Durga Mineral Craft,PUR-ORD-2023-02351,05-10-2023,375
D S Power,PUR-ORD-2024-01495,24-04-2024,372.88
D S Power,PUR-ORD-2024-02177,07-08-2024,372.88
MISUMI INDIA PVT.LTD,PUR-ORD-2023-00197,03-02-2023,372.76
Shahputra Trading Private Limited,PUR-ORD-2024-01415,18-04-2024,372.03
Amazon,PUR-ORD-2024-00099,08-01-2024,371.19
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02127,10-09-2023,370.86
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-00373,18-02-2023,370
OMGVH ELECTRONICS PVT LTD,PUR-ORD-2023-01362,22-06-2023,370
Amazon,PUR-ORD-2024-00554,18-02-2024,369
Amuse,PUR-ORD-2024-02023,02-07-2024,368
Seizo CNC Pvt Ltd,PUR-ORD-2022-00063,31-01-2022,368
MISUMI INDIA PVT.LTD,PUR-ORD-2022-01554,21-11-2022,367.44
"Mouser Electronics, Inc.",PUR-ORD-2023-02260,23-09-2023,366.3
PMC CORPORATION,PUR-ORD-2022-01092,19-09-2022,366
Seizo CNC Pvt Ltd,PUR-ORD-2023-01499,04-07-2023,365
Seizo CNC Pvt Ltd,PUR-ORD-2024-00667,26-02-2024,365
Amazon,PUR-ORD-2023-00731,25-04-2023,364.41
Digi-Key Electronics,PUR-ORD-2024-00363,02-02-2024,364.15
Havoc Hobby Center Pvt Ltd,PUR-ORD-2022-00405,18-05-2022,364
Amazon,PUR-ORD-2024-00521,08-01-2024,362.71
CONINS PUNE,PUR-ORD-2023-02326,01-10-2023,361
Electronicscomp.com,PUR-ORD-2022-01085,18-09-2022,361
Seizo CNC Pvt Ltd,PUR-ORD-2022-01423,02-11-2022,361
Epicenter3D,PUR-ORD-2023-01889,12-08-2023,360
Rapid Proto Tech India Private Limited,PUR-ORD-2023-02582,29-10-2023,360
SHREE LAKSHMI RANGANATHA CNC WOOD CARVINGS,PUR-ORD-2023-00648-1,15-04-2023,360
SUPERTRONICS,PUR-ORD-2023-02902,24-11-2023,360
Tapes world,PUR-ORD-2024-00357,02-02-2024,360
"Unique industrial solutions	",PUR-ORD-2024-00493,13-02-2024,360
Amazon,PUR-ORD-2024-00183,17-01-2024,359.45
Circuit Systems(India) Limited,PUR-ORD-2023-01433,28-06-2023,358
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01841,05-08-2023,357
Amazon,PUR-ORD-2023-02532,26-10-2023,356.25
JDM Brother Enterprises,PUR-ORD-2024-01961,23-05-2024,354.97
ZENITH INDUSTRIAL SUPPLIES,PUR-ORD-2022-00702,13-07-2022,354.96
Havoc Hobby Center Pvt Ltd,PUR-ORD-2024-00033,04-01-2024,354
PAVITHRAM TECH SOLUTIONS,PUR-ORD-2023-02799,17-11-2023,354
Amazon,PUR-ORD-2024-00258,21-01-2024,352.5
"Mouser Electronics, Inc.",PUR-ORD-2023-02652,05-11-2023,351.92
Eta Pro Technologies Pvt Ltd,PUR-ORD-2023-00647,15-04-2023,351
Makenica INC,PUR-ORD-2022-01783,24-12-2022,351
Adhesive Specialties,PUR-ORD-2024-02086,17-07-2024,350.98
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02166,13-09-2023,350.75
Goodwill Enterprises,PUR-ORD-2023-03140-1,15-12-2023,350.46
Binashree Manufactruing Pvt Ltd,PUR-ORD-2022-01592,26-11-2022,350.02
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00634,29-06-2022,350
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-01765,16-05-2024,350
Goodwill Enterprises,PUR-ORD-2023-00923,13-05-2023,350
H M Tools & Metal mart,PUR-ORD-2022-00935,24-08-2022,350
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-00813,29-07-2022,350
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-00940-1,24-08-2022,350
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01444,29-06-2023,350
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01657,19-07-2023,350
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01697,22-07-2023,350
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-02423,14-10-2023,350
Havoc Hobby Center Pvt Ltd,PUR-ORD-2023-00176,24-01-2023,350
JDM Brother Enterprises,PUR-ORD-2023-03138,15-12-2023,350
JDM Brother Enterprises,PUR-ORD-2024-01682,10-05-2024,350
JDM Brother Enterprises,PUR-ORD-2024-02060,12-07-2024,350
Orxa Energies Pvt. Ltd,PUR-ORD-2022-00649,11-07-2022,350
SAMS Industrial Products,PUR-ORD-2022-00348,04-05-2022,350
SAMS Industrial Products,PUR-ORD-2022-00491,02-06-2022,350
SAMS Industrial Products,PUR-ORD-2022-00755,22-07-2022,350
SAMS Industrial Products,PUR-ORD-2022-00863,10-08-2022,350
SAMS Industrial Products,PUR-ORD-2022-01804,27-12-2022,350
Seizo CNC Pvt Ltd,PUR-ORD-2023-00162,22-01-2023,350
Shree Rohini Medicos,PUR-ORD-2024-02189,08-08-2024,350
VASAN ENGINEERING WORKS,PUR-ORD-2022-00803,28-07-2022,350
VASAN ENGINEERING WORKS,PUR-ORD-2024-00980,18-03-2024,350
VASAN ENGINEERING WORKS,PUR-ORD-2024-01309,12-04-2024,350
VASAN ENGINEERING WORKS,PUR-ORD-2024-01484,23-04-2024,350
Vijay Trading company,PUR-ORD-2024-01023,19-03-2024,350
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2023-01093,31-05-2023,350
ZENITH INDUSTRIAL SUPPLIES,PUR-ORD-2024-02187,08-08-2024,350
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02428,14-10-2023,349.82
Robu.in,PUR-ORD-2022-00163,21-03-2022,349.15
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2023-02535,26-10-2023,349
Macfos Limited,PUR-ORD-2023-03167,18-12-2023,348.31
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01625,17-07-2023,348
Robu.in,PUR-ORD-2022-00328,28-04-2022,346.61
Vijay Fastener,PUR-ORD-2024-01390,16-04-2024,345
Circuit Systems (India) Limited,PUR-ORD-2023-01349,21-06-2023,344
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00368,03-02-2024,343.47
Surya Power Services,PUR-ORD-2024-01475,22-04-2024,342.37
Lee Spring Company India Pvt. Ltd.,PUR-ORD-2023-01327,20-06-2023,342
VGS Enterprises,PUR-ORD-2022-00596,20-06-2022,341.94
BIGTEKK TECHNOLOGIES,PUR-ORD-2024-00824,08-03-2024,340
Blossom Solutions,PUR-ORD-2022-00459-1,30-05-2022,340
Mangaldeep Enterprises,PUR-ORD-2024-01147,28-03-2024,340
Mangaldeep Enterprises,PUR-ORD-2024-02254,27-08-2024,340
VASAN ENGINEERING WORKS,PUR-ORD-2024-00719,29-02-2024,339.75
Constflick Technologies Limited,PUR-ORD-2023-03131,14-12-2023,339
Amazon,PUR-ORD-2024-00714,29-02-2024,338.98
Shahputra Trading Private Limited,PUR-ORD-2023-00614,12-04-2023,338.98
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00159,21-01-2023,338.41
Robu.in,PUR-ORD-2022-00297,22-04-2022,338.14
Shahputra Trading Private Limited,PUR-ORD-2023-02775,15-11-2023,338.14
Macfos Limited,PUR-ORD-2023-01642,18-07-2023,336.44
Epicenter3D,PUR-ORD-2023-01319,19-06-2023,336
VB4U,PUR-ORD-2023-02676,06-11-2023,336
Amazon,PUR-ORD-2023-01252,14-06-2023,335.91
Amazon,PUR-ORD-2023-01250,14-06-2023,335.89
"STRONIC INDIA	",PUR-ORD-2024-00116,09-01-2024,332.56
Shanthi Tele Mobiles,PUR-ORD-2023-00378,18-02-2023,330.51
Shree Krishna Hardware,PUR-ORD-2024-02280,30-08-2024,330.5
Hamsa Enterprises,PUR-ORD-2024-00652,26-02-2024,330
Hamsa Enterprises,PUR-ORD-2024-02202,09-08-2024,330
Highstar Technoloogy Private Limited,PUR-ORD-2024-00457,09-02-2024,330
SAMS Industrial Products,PUR-ORD-2022-01731,16-12-2022,330
SAMS Industrial Products,PUR-ORD-2024-00291,27-01-2024,330
SAMS Industrial Products,PUR-ORD-2024-00565,20-02-2024,330
SAMS Industrial Products,PUR-ORD-2024-00791,06-03-2024,330
Seizo CNC Pvt Ltd,PUR-ORD-2023-00972,19-05-2023,330
VASAN ENGINEERING WORKS,PUR-ORD-2023-02176,13-09-2023,330
Amazon,PUR-ORD-2022-00597,21-06-2022,329.66
Macfos Limited,PUR-ORD-2023-03097,13-12-2023,328.81
Adhesive Specialties,PUR-ORD-2023-00149,20-01-2023,327.94
Adhesive Specialties,PUR-ORD-2023-02990,05-12-2023,327.94
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00209,18-01-2024,327.84
Adhesive Specialties,PUR-ORD-2023-01047,29-05-2023,327.35
Amazon,PUR-ORD-2023-01264,14-06-2023,326.9
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01583,12-07-2023,326.8
Blossom Solutions,PUR-ORD-2022-01300,15-10-2022,325.5
KEVIN ELECTROCHEM,PUR-ORD-2023-03189,19-12-2023,325
Olympus Creative Printz,PUR-ORD-2023-02227,20-09-2023,325
Seizo CNC Pvt Ltd,PUR-ORD-2022-00441,26-05-2022,325
Seizo CNC Pvt Ltd,PUR-ORD-2022-00800,28-07-2022,325
Seizo CNC Pvt Ltd,PUR-ORD-2022-01549,18-11-2022,325
Seizo CNC Pvt Ltd,PUR-ORD-2022-01817,29-12-2022,325
Rajshree Electronics & Automation India Pvt Ltd.,PUR-ORD-2024-00498,13-02-2024,324
"STRONIC INDIA	",PUR-ORD-2024-00074,05-01-2024,323.7
Amazon,PUR-ORD-2024-01207,04-04-2024,321.24
Amazon,PUR-ORD-2024-00522,15-02-2024,321.19
Amazon,PUR-ORD-2024-01052,21-03-2024,320.62
Cable Crafts,PUR-ORD-2024-01707,13-05-2024,320
Compoindia,PUR-ORD-2023-01352,21-06-2023,320
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02195,17-09-2023,320
KASHYAP BEARING AND MILL STORES,PUR-ORD-2024-02147,30-07-2024,320
Macfos Limited,PUR-ORD-2024-00543,16-02-2024,320
Macfos Limited,PUR-ORD-2024-01208,04-04-2024,320
Makenica INC,PUR-ORD-2023-02529,26-10-2023,320
OMGVH ELECTRONICS PVT LTD,PUR-ORD-2022-01787,24-12-2022,320
Seizo CNC Pvt Ltd,PUR-ORD-2023-01684,21-07-2023,320
Tapes world,PUR-ORD-2024-00105,09-01-2024,320
VB4U,PUR-ORD-2023-01083,30-05-2023,320
VB4U,PUR-ORD-2023-01408,26-06-2023,320
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00265,14-02-2023,318.25
"Mouser Electronics, Inc.",PUR-ORD-2023-02392,11-10-2023,317
The Tool Depot,PUR-ORD-2024-01397,24-02-2024,317
BIGTEKK TECHNOLOGIES,PUR-ORD-2024-00865,11-03-2024,316.1
BIGTEKK TECHNOLOGIES,PUR-ORD-2024-01129,27-03-2024,316.1
Amazon,PUR-ORD-2022-00718,14-07-2022,315.66
VASAN ENGINEERING WORKS,PUR-ORD-2024-00066-1,05-01-2024,315
Amazon,PUR-ORD-2023-01182,09-06-2023,313.07
Source India Shoes,PUR-ORD-2023-00231,07-02-2023,312.1
VB4U,PUR-ORD-2024-00112,09-01-2024,311
Creative Interiors ,PUR-ORD-2023-02032,31-08-2023,310
Elcir Industry,PUR-ORD-2022-00224,01-04-2022,310
JDM Brother Enterprises,PUR-ORD-2023-00111,14-01-2023,310
OMGVH ELECTRONICS PVT LTD,PUR-ORD-2022-01523,16-11-2022,310
SAMS Industrial Products,PUR-ORD-2024-00347,01-02-2024,310
SAMS Industrial Products,PUR-ORD-2024-00392,05-02-2024,310
SAMS Industrial Products,PUR-ORD-2024-01547,25-04-2024,310
SAMS Industrial Products,PUR-ORD-2024-02216,13-08-2024,310
VB4U,PUR-ORD-2024-01691,10-05-2024,310
Amazon,PUR-ORD-2024-00813,18-01-2024,309.08
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2022-00121,01-03-2022,308
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02371,07-10-2023,307.67
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01476,09-11-2022,307.02
Triveni Print Screen,PUR-ORD-2024-00946,16-03-2024,306
Triveni Print Screen,PUR-ORD-2024-01189,02-04-2024,306
Amazon,PUR-ORD-2024-01381,16-04-2024,305.08
kirloskar care,PUR-ORD-2024-00194,17-01-2024,305.08
RoboticsDNA,PUR-ORD-2022-01289,14-10-2022,302.35
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00103,08-01-2024,301.5
IB MONOTARO PRIVATE LIMITED ( Industrial Buying),PUR-ORD-2024-01608,03-05-2024,301.3
Anjan Prints ,PUR-ORD-2024-00390,05-02-2024,300
CANARA CRAFTS,PUR-ORD-2023-02522,25-10-2023,300
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00369,09-05-2022,300
Exfo Industrial Printech,PUR-ORD-2024-00891,12-03-2024,300
Exfo Industrial Printech,PUR-ORD-2024-02173,06-08-2024,300
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01343,21-06-2023,300
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01544,08-07-2023,300
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-02068,06-09-2023,300
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-02651,05-11-2023,300
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2024-00494,13-02-2024,300
Havoc Hobby Center Pvt Ltd,PUR-ORD-2022-00101,18-02-2022,300
igus Motion Plastics,PUR-ORD-2024-02197,09-08-2024,300
INDVAC Pumps,PUR-ORD-2023-00820,30-04-2023,300
INTERFACE CONNECTRONICS PRIVATE LIMITED,PUR-ORD-2024-01564,29-04-2024,300
JSM Composites,PUR-ORD-2023-01947,21-08-2023,300
Mangaldeep Enterprises,PUR-ORD-2022-01818,29-12-2022,300
Mangaldeep Enterprises,PUR-ORD-2023-00332,16-02-2023,300
Shekhar Optoelectronics and Polymer Pvt. Ltd,PUR-ORD-2023-03041-1,09-12-2023,300
SHREE LAKSHMI RANGANATHA CNC WOOD CARVINGS,PUR-ORD-2022-00095,17-02-2022,300
SUPERTRONICS,PUR-ORD-2023-00120,16-01-2023,300
VASAN ENGINEERING WORKS,PUR-ORD-2023-02318,30-09-2023,300
VB4U,PUR-ORD-2023-01411,26-06-2023,300
Vijay Fastener,PUR-ORD-2023-01102,31-05-2023,300
Vijay Trading company,PUR-ORD-2024-01903,05-06-2024,300
Vishal Electronics,PUR-ORD-2023-02359,06-10-2023,300
IFuture Technology,PUR-ORD-2023-01613,16-07-2023,299
Siemens Limited,PUR-ORD-2024-02284,02-09-2024,298
Amazon,PUR-ORD-2023-01231,13-06-2023,296.61
Macfos Limited,PUR-ORD-2024-01183,02-04-2024,296.19
Amazon,PUR-ORD-2023-00666,18-04-2023,295.76
Amazon,PUR-ORD-2023-02336,04-10-2023,295.76
Amazon,PUR-ORD-2024-01467,22-04-2024,295.76
Amazon,PUR-ORD-2024-01602,02-05-2024,295.76
Probots Techno Solutions,PUR-ORD-2024-00388,05-02-2024,295.76
Macfos Limited,PUR-ORD-2024-01537,25-04-2024,295
Polymax Elastomers Pvt Ltd,PUR-ORD-2022-00990,06-09-2022,295
Vijay Fastener,PUR-ORD-2024-00192,17-01-2024,295
Amazon,PUR-ORD-2024-00302,29-01-2024,294.92
Elcir Industry,PUR-ORD-2023-02040,30-08-2023,294.82
Amazon,PUR-ORD-2023-01769,28-07-2023,293.95
Amazon,PUR-ORD-2023-01251,14-06-2023,292.37
Skill Tech,PUR-ORD-2024-00278,13-12-2023,292
Amazon,PUR-ORD-2023-01798,01-08-2023,290.9
JDM Brother Enterprises,PUR-ORD-2024-01886,14-03-2024,290.85
JDM Brother Enterprises,PUR-ORD-2024-02166,02-08-2024,290.85
JDM Brother Enterprises,PUR-ORD-2024-02171,05-08-2024,290.85
Skill Tech,PUR-ORD-2023-01750,27-07-2023,290
Amazon,PUR-ORD-2024-00259-1,05-04-2024,289.94
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02015,30-08-2023,289.49
Shree Balaji Tools Centre,PUR-ORD-2022-00690,13-07-2022,289
"UNITED DIESEL SERVICES		",PUR-ORD-2024-00973,18-03-2024,288.14
Macfos Limited,PUR-ORD-2023-01674,21-07-2023,288.13
Epicenter3D,PUR-ORD-2023-01416,26-06-2023,288
Epicenter3D,PUR-ORD-2023-01890,12-08-2023,288
Robu.in,PUR-ORD-2024-01644,08-05-2024,288
Tapes world,PUR-ORD-2023-03148,18-12-2023,288
"MAUCH - TECHNOLOGY CO., LTD",PUR-ORD-2022-00433,23-05-2022,287.3
Macfos Pvt Ltd,PUR-ORD-2022-01205,06-10-2022,287.29
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-00353,02-02-2024,287
Emaar Enterprise,PUR-ORD-2023-01435,28-06-2023,285
Emaar Enterprise,PUR-ORD-2023-01491,03-07-2023,285
Amazon,PUR-ORD-2023-00392,18-02-2023,284.76
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02122,10-09-2023,283
Seizo CNC Pvt Ltd,PUR-ORD-2023-02874,22-11-2023,283
Festo India Private Limited,PUR-ORD-2022-01697,12-12-2022,282.78
Goodwill Enterprises,PUR-ORD-2023-02030,31-08-2023,282.24
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01607,16-07-2023,281.13
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02571,28-10-2023,281.13
Macfos Limited,PUR-ORD-2024-01416,18-04-2024,280.95
ANS Associates,PUR-ORD-2023-01915,17-08-2023,280
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-02581,28-10-2023,280
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2024-00533,16-02-2024,280
Kalpin Tech Private Limited,PUR-ORD-2022-00499,02-06-2022,280
Lotus Sales Corporation,PUR-ORD-2023-00368,18-02-2023,280
Mandore Laminates,PUR-ORD-2022-01290-1,14-10-2022,280
Rainbow Pigments,PUR-ORD-2022-01369,26-10-2022,280
Macfos Limited,PUR-ORD-2023-02145,12-09-2023,279
Texas Instruments,PUR-ORD-2023-00629,13-04-2023,278.76
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01652,08-05-2024,277.57
Macfos Pvt Ltd,PUR-ORD-2023-00633,14-04-2023,277.12
Amar Radio Corportation,PUR-ORD-2023-02556,26-10-2023,275
Seizo CNC Pvt Ltd,PUR-ORD-2022-00302,26-04-2022,275
Seizo CNC Pvt Ltd,PUR-ORD-2024-01270,09-04-2024,275
Macfos Limited,PUR-ORD-2023-02647,05-11-2023,272.88
General Hardware Agencies,PUR-ORD-2022-00716,14-07-2022,272
General Hardware Agencies,PUR-ORD-2022-00717,14-07-2022,272
SN ELECTRONICS,PUR-ORD-2023-00037,28-11-2022,272
